id,fund_category_fund_level,fund_type_fund_level_3,fund_group_fund_level_2,fund_fund_level_1,department_cost_center_level,division_cost_center_level,cost_center_cost_center_level,account_category_account,account_type_account_level,adopted_budget,amended_budget,fiscal_year,account_description,center_value,fund_value,account_value
2009,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone A,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,193.0,2023,Transfers in - Operating,10001,2101,4801
2010,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone B,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,3821.0,3821.0,2023,Interest Revenue,10001,2102,4451
2011,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone B,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,193.0,2023,Transfers in - Operating,10001,2102,4801
2012,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone C,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,13028.0,13028.0,2023,Interest Revenue,10001,2103,4451
2013,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone C,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,193.0,2023,Transfers in - Operating,10001,2103,4801
2014,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge CFD 1 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,10749.0,10749.0,2023,Interest Revenue,10001,2104,4451
2015,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge CFD 1 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2104,4801
2016,Governmental Activities,General Funds,General,General,Police,Police,Patrol,Revenue,Charges for Services,350000.0,350000.0,2024,Special Police Fees,44040,1001,4231
2017,Governmental Activities,General Funds,General,General,Non-Classified,Non-Classified,Non-Classified,Revenue,Taxes,100000.0,100000.0,2023,Highway Vehicles in Lieu Tax,10001,1001,4090
2018,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge Parcel 1 CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,590.0,590.0,2023,Interest Revenue,10001,2105,4451
2019,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge Parcel 1 CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2105,4801
2020,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek West CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,10963.0,10963.0,2023,Interest Revenue,10001,2106,4451
2021,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek West CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2106,4801
2022,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Highland Reserve North CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,18507.0,18507.0,2023,Interest Revenue,10001,2107,4451
2023,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Highland Reserve North CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2107,4801
2024,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Crocker Ranch CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,10992.0,10992.0,2023,Interest Revenue,10001,2108,4451
2025,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Crocker Ranch CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2108,4801
2026,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek East CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,6463.0,6463.0,2023,Interest Revenue,10001,2109,4451
2027,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek East CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2109,4801
2028,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,2249.0,2249.0,2023,Interest Revenue,10001,2110,4451
2029,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2110,4801
2030,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Fiddyment Ranch CFD 2 SD Public Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,20695.0,20695.0,2023,Interest Revenue,10001,2111,4451
2031,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Fiddyment Ranch CFD 2 SD Public Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2111,4801
2032,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Municipal Services District CFD 3 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,456.0,456.0,2023,Interest Revenue,10001,2112,4451
2033,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westpark CFD 2 SD Public Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,19096.0,19096.0,2023,Interest Revenue,10001,2113,4451
2034,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westpark CFD 2 SD Public Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,1160.0,2023,Transfers in - Operating,10001,2113,4801
2035,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Longmeadow CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,3072.0,3072.0,2023,Interest Revenue,10001,2114,4451
2036,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Longmeadow CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2114,4801
2037,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill Services District CFD 4 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,2663.0,2663.0,2023,Interest Revenue,10001,2115,4451
2038,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill Services District CFD 4 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,568.0,2023,Transfers in - Operating,10001,2115,4801
2039,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill Services District CFD 4 Annex 4 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,744.0,744.0,2023,Interest Revenue,10001,2116,4451
2040,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 4 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,1497.0,1497.0,2023,Interest Revenue,10001,2117,4451
2041,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 4 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2117,4801
2042,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone E,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,467.0,467.0,2023,Interest Revenue,10001,2118,4451
2043,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westbrook Services District CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,2995.0,2995.0,2023,Interest Revenue,10001,2119,4451
2044,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westbrook Services District CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,580.0,2023,Transfers in - Operating,10001,2119,4801
2045,Governmental Activities,Special Revenue Funds,LLD & Service Districts,HP Campus Oaks CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,1973.0,1973.0,2023,Interest Revenue,10001,2120,4451
2046,Governmental Activities,Special Revenue Funds,LLD & Service Districts,HP Campus Oaks CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,891.0,2023,Transfers in - Operating,10001,2120,4801
2047,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Sierra Vista Services District CFD 2 SD,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,2107.0,2107.0,2023,Interest Revenue,10001,2122,4451
2048,Governmental Activities,Special Revenue Funds,Grants,Community Development Block Grant,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,365.0,2023,Transfers in - Operating,10001,2201,4801
2049,Governmental Activities,Special Revenue Funds,Grants,HOME Inv Partnership Program,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,16305.0,16305.0,2023,Interest Revenue,10001,2210,4451
2050,Governmental Activities,Special Revenue Funds,Grants,HOME Inv Partnership Program,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,412.0,2023,Transfers in - Operating,10001,2210,4801
2051,Governmental Activities,Special Revenue Funds,Grants,CalHOME,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,5324.0,5324.0,2023,Interest Revenue,10001,2220,4451
2052,Governmental Activities,Special Revenue Funds,Grants,CalHOME,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,163.0,2023,Transfers in - Operating,10001,2220,4801
2053,Governmental Activities,Special Revenue Funds,Grants,BEGIN,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,1105.0,1105.0,2023,Interest Revenue,10001,2230,4451
2054,Governmental Activities,Special Revenue Funds,Grants,BEGIN,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,235.0,2023,Transfers in - Operating,10001,2230,4801
2055,Governmental Activities,Special Revenue Funds,Grants,Supplemental Law Enforcement Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,7844.0,7844.0,2023,Interest Revenue,10001,2240,4451
2056,Governmental Activities,Special Revenue Funds,Grants,Supplemental Law Enforcement Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,1275.0,2023,Transfers in - Operating,10001,2240,4801
2057,Governmental Activities,Special Revenue Funds,Grants,Forfeited Property,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,2200.0,2200.0,2023,Interest Revenue,10001,2250,4451
2058,Governmental Activities,Special Revenue Funds,Grants,Federal Asset Seizure,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,1201.0,1201.0,2023,Interest Revenue,10001,2260,4451
2059,Governmental Activities,Special Revenue Funds,Grants,Grants Fund,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,4599.0,4599.0,2023,Interest Revenue,10001,2270,4451
2060,Governmental Activities,Special Revenue Funds,Grants,Federal Stimulus Reserve Fund - ARPA,Non-Classified,Non-Classified,Non-Classified,Revenue,Grants and Contributions,9155870.0,11753524.0,2023,Federal Grants,10001,2280,4401
2061,Governmental Activities,Special Revenue Funds,Grants,Federal Stimulus Reserve Fund - ARPA,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,144.0,144.0,2023,Interest Revenue,10001,2280,4451
2062,Governmental Activities,Special Revenue Funds,State Gas Tax,State Gas Tax,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,25037.0,25037.0,2023,Interest Revenue,10001,2301,4451
2063,Governmental Activities,Special Revenue Funds,State Gas Tax,Highway Users Tax,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,58052.0,58052.0,2023,Interest Revenue,10001,2305,4451
2064,Governmental Activities,Special Revenue Funds,State Gas Tax,Highway Users Tax,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,1783.0,2023,Transfers in - Operating,10001,2305,4801
2065,Governmental Activities,Special Revenue Funds,State Gas Tax,Road Maintenance and Rehab,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,55103.0,55103.0,2023,Interest Revenue,10001,2307,4451
2066,Governmental Activities,Special Revenue Funds,Traffic Safety,Traffic Safety,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,9150.0,9150.0,2023,Interest Revenue,10001,2321,4451
2067,Governmental Activities,Special Revenue Funds,Traffic Safety,Traffic Safety,Non-Classified,Non-Classified,Non-Classified,Revenue,Fines and Penalties,0.0,45000.0,2023,Vehicle Code Fines,10001,2321,4551
2068,Governmental Activities,Special Revenue Funds,Traffic Safety,Traffic Safety,Non-Classified,Non-Classified,Non-Classified,Revenue,Fines and Penalties,0.0,15000.0,2023,Parking Violations,10001,2321,4555
2069,Governmental Activities,Special Revenue Funds,Traffic Safety,Traffic Safety,Non-Classified,Non-Classified,Non-Classified,Revenue,Fines and Penalties,0.0,150000.0,2023,Other Fines or Penalties,10001,2321,4590
2070,Governmental Activities,Special Revenue Funds,Traffic Safety,Traffic Safety,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,85.0,2023,Transfers in - Operating,10001,2321,4801
2071,Governmental Activities,Special Revenue Funds,Trench Cut Recovery,Trench Cut Recovery,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,1815.0,1815.0,2023,Interest Revenue,10001,2361,4451
2072,Governmental Activities,Special Revenue Funds,Trench Cut Recovery,Trench Cut Recovery,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions from Developers and Governmental Activities,500.0,500.0,2023,Permit Fees - Trench Cut Recovery,10001,2361,4604
2073,Governmental Activities,Special Revenue Funds,Technology Replacement,Technology Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,300000.0,300000.0,2023,Permit Fees - Technology,10001,2401,4206
2074,Governmental Activities,Special Revenue Funds,Technology Replacement,Technology Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,24660.0,24660.0,2023,Interest Revenue,10001,2401,4451
2075,Governmental Activities,Special Revenue Funds,Technology Replacement,Technology Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,133.0,2023,Transfers in - Operating,10001,2401,4801
2076,Governmental Activities,Special Revenue Funds,Open Space,Open Space,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,11824.0,11824.0,2023,Interest Revenue,10001,2521,4451
2077,Governmental Activities,Special Revenue Funds,Open Space,Open Space,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,678829.0,679563.0,2023,Transfers in - Operating,10001,2521,4801
2078,Governmental Activities,Special Revenue Funds,Tree Propagation,Native Oak Tree Propagation,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,17522.0,17522.0,2023,Interest Revenue,10001,2541,4451
2079,Governmental Activities,Special Revenue Funds,Tree Propagation,Native Oak Tree Propagation,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions from Developers and Governmental Activities,35000.0,35000.0,2023,Permit Fees - Mitigation,10001,2541,4602
2080,Governmental Activities,Special Revenue Funds,Tree Propagation,Native Oak Tree Propagation,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,105.0,2023,Transfers in - Operating,10001,2541,4801
2081,Governmental Activities,Special Revenue Funds,Tree Propagation,Non-Native Tree Propagation,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property and Money,7457.0,7457.0,2023,Interest Revenue,10001,2545,4451
